Study_Hours,Sleep_Hours,Absences,Attendance_Pct,Quiz_Score,Assignments,GPA_Prev,Part_Time_Job,Passed
7.1,8.4,3,89.2,,3,2.64,Yes,1
3.6,8.6,6,69.2,65.2,7,2.49,No,1
5.0,5.0,4,79.1,34.7,7,1.81,Yes,1
2.2,7.7,3,93.7,43.2,4,3.52,No,0
1.5,4.8,3,94.4,54.6,7,3.82,Yes,0
3.7,8.5,3,93.3,52.9,8,2.88,No,0
2.8,7.9,4,85.7,40.2,5,2.92,No,1
4.7,9.7,2,97.5,39.3,8,2.59,No,1
0.6,4.4,4,83.7,39.8,7,3.18,No,0
7.8,4.3,4,87.1,68.1,10,0.79,No,1
7.9,5.7,6,75.0,52.3,8,2.5,No,1
5.6,5.6,2,86.7,49.6,10,2.1,Yes,1
4.3,5.5,1,100.0,37.1,5,2.6,No,1
2.5,9.4,5,,16.1,7,3.26,No,0
6.5,5.5,5,92.4,47.7,5,2.51,No,1
5.5,5.6,6,77.3,52.8,3,2.25,No,1
1.3,8.6,6,70.8,34.2,10,1.52,No,1
7.3,6.7,1,94.4,58.8,7,2.42,Yes,1
6.6,8.7,3,87.3,69.9,8,2.97,No,1
7.6,4.4,3,88.7,70.1,8,1.91,No,1
5.8,6.9,7,74.4,50.2,8,1.1,Yes,0
4.9,4.2,6,77.8,50.5,1,4.0,No,0
3.3,4.4,3,91.9,45.0,2,2.73,No,0
7.5,9.4,4,85.0,62.0,4,2.34,Yes,1
6.9,4.8,1,84.9,50.0,4,3.47,No,1
0.4,7.2,4,85.1,24.8,5,2.6,No,0
0.2,6.5,4,84.4,33.2,10,3.43,Yes,0
3.0,6.1,1,98.8,52.3,9,3.37,No,1
6.5,9.4,2,90.2,63.4,2,1.61,No,1
7.9,4.1,6,77.1,67.8,7,2.82,Yes,1
1.2,8.0,4,86.8,45.1,9,3.71,No,0
4.8,,2,91.2,51.0,5,1.8,No,0
3.0,7.4,7,75.4,37.9,9,1.81,Yes,0
7.8,9.6,5,80.4,74.7,10,1.93,Yes,1
6.7,4.3,4,84.8,65.5,2,3.12,No,1
6.7,6.5,6,61.4,69.3,8,2.7,No,1
3.7,5.6,7,66.3,31.3,9,1.14,Yes,0
3.3,8.4,3,82.3,35.1,6,2.74,Yes,1
2.2,9.9,5,81.1,29.1,6,2.32,No,0
0.5,5.5,6,82.4,28.8,7,2.42,No,0
6.9,7.9,2,,72.9,4,1.91,No,1
6.5,5.2,5,84.2,48.9,10,2.74,Yes,1
8.0,7.4,2,95.2,73.7,10,3.24,Yes,1
8.0,6.8,3,88.7,54.5,5,2.05,Yes,1
4.4,,1,98.9,61.6,10,1.32,Yes,1
6.2,7.7,2,93.2,42.8,7,2.29,No,1
7.6,6.1,3,87.3,70.0,10,3.03,No,1
6.8,4.7,3,90.0,65.5,10,2.21,Yes,1
2.0,4.9,6,83.2,37.9,6,1.45,Yes,0
3.6,5.4,1,98.4,37.0,10,3.03,No,1
1.0,5.5,5,81.1,23.5,4,3.49,No,0
7.6,9.1,6,71.6,73.2,9,2.51,Yes,1
4.8,7.4,6,83.1,55.1,9,1.38,No,0
1.8,7.1,3,81.0,41.8,3,2.28,No,0
5.4,4.7,4,75.5,61.5,10,2.61,No,1
4.9,9.2,5,81.9,36.1,10,1.93,No,1
2.9,8.3,4,79.6,27.8,5,2.91,No,1
0.9,4.4,4,89.4,22.8,4,1.86,Yes,0
5.4,8.2,4,75.6,48.2,10,2.52,No,1
4.2,7.3,4,88.8,41.0,9,2.34,No,1
6.2,4.5,5,,59.1,5,2.93,No,1
4.2,6.7,2,92.6,54.9,9,2.49,Yes,0
6.8,6.9,3,77.5,56.4,10,2.36,Yes,1
4.4,5.0,2,83.4,39.4,6,1.94,Yes,1
4.5,9.7,1,97.2,54.0,5,2.52,Yes,1
7.0,9.1,8,66.8,,7,2.32,No,1
3.2,8.0,1,99.6,40.6,9,1.89,No,0
1.1,6.8,10,59.7,28.1,5,2.61,No,0
0.2,6.5,5,79.2,29.2,4,2.75,No,0
6.0,7.9,6,63.9,46.4,7,2.26,Yes,1
5.0,7.3,3,92.1,57.1,7,3.15,No,1
5.6,4.4,6,72.8,53.1,8,2.68,Yes,0
1.7,7.1,4,,25.6,6,1.6,No,0
1.1,8.8,3,82.7,36.6,10,3.44,No,1
0.1,6.8,0,92.3,20.5,5,3.04,No,0
2.8,4.3,5,87.4,34.6,5,3.2,No,0
4.7,8.7,8,72.0,39.4,5,2.78,No,1
3.1,5.2,2,96.1,23.6,10,0.86,No,0
3.5,5.6,3,86.9,,10,3.26,No,1
7.2,5.0,6,67.3,70.4,5,2.54,No,1
2.8,6.0,1,100.0,35.9,10,2.75,No,1
4.1,8.5,5,82.1,39.9,9,2.88,No,0
6.3,7.1,5,80.7,44.7,9,3.86,No,1
3.2,5.2,7,70.2,22.9,4,2.12,No,0
5.0,9.3,5,69.8,55.1,10,2.14,No,0
6.9,9.3,1,100.0,42.5,8,1.9,No,1
7.6,9.2,4,78.7,52.3,7,1.75,No,1
1.2,5.4,6,78.7,31.8,7,1.76,No,0
7.4,6.7,1,99.9,60.1,10,1.2,No,1
3.9,9.9,1,97.7,47.7,7,2.8,No,1
2.1,8.6,2,94.3,38.3,3,3.89,No,0
3.7,4.2,6,82.7,43.5,6,3.94,Yes,1
7.8,4.4,4,80.0,53.7,4,1.9,No,1
3.9,6.8,5,80.8,39.0,6,2.31,No,1
2.6,9.5,8,66.9,37.4,7,3.36,Yes,0
5.1,7.2,5,70.8,36.0,4,2.8,No,1
1.9,7.0,6,77.4,28.4,6,2.59,Yes,0
0.6,4.6,3,94.3,24.7,8,2.32,No,0
1.0,7.9,3,94.9,26.1,8,3.32,No,0
1.0,8.9,4,93.3,25.8,10,1.75,Yes,0
1.2,6.3,4,75.1,37.0,10,2.84,No,1
1.1,8.7,5,88.1,37.3,6,2.74,No,0
5.1,9.8,4,84.9,62.7,10,2.53,No,1
1.5,5.2,5,88.0,21.5,8,3.05,No,0
2.8,7.1,3,86.0,35.7,10,2.52,No,0
7.2,5.7,1,93.3,70.1,8,2.13,No,1
3.8,8.8,3,81.9,30.2,8,2.56,Yes,1
5.3,7.5,3,91.9,39.9,10,1.39,Yes,1
1.4,7.8,3,90.6,27.9,7,2.93,No,0
1.5,8.8,6,70.4,50.1,7,3.11,Yes,1
0.3,6.4,7,61.2,,6,2.04,No,0
1.4,9.5,5,82.1,39.4,7,1.87,No,0
2.2,7.2,4,86.6,34.9,10,2.07,Yes,0
1.4,4.9,2,87.1,22.7,9,2.46,Yes,0
0.7,8.2,0,94.1,51.2,9,2.65,Yes,0
1.0,8.8,4,87.3,33.8,8,3.63,No,0
3.7,5.9,3,97.3,48.6,4,3.54,No,0
1.7,9.1,5,77.5,38.9,9,3.08,Yes,0
2.9,9.4,3,83.6,43.3,5,2.58,No,0
4.0,5.7,4,85.5,60.9,5,1.85,No,0
5.5,9.9,6,79.2,69.1,5,3.68,No,1
0.3,4.8,3,86.2,18.7,7,2.33,Yes,0
6.4,5.2,3,98.1,73.5,9,2.7,No,1
5.0,5.1,4,88.5,45.3,9,2.94,No,1
0.7,9.4,5,78.1,31.2,10,2.54,No,0
7.0,7.9,5,72.0,50.0,10,3.31,No,1
7.4,4.9,4,90.6,70.9,6,2.82,Yes,1
0.5,6.6,8,74.0,26.4,3,3.19,No,0
2.2,7.7,6,74.5,27.4,8,2.81,No,0
6.4,4.5,4,85.8,66.4,5,2.47,No,1
6.0,9.3,3,87.2,66.6,4,2.55,No,1
1.5,8.8,3,90.6,44.2,9,2.46,No,1
1.7,7.0,4,78.9,19.5,9,1.6,No,0
3.0,9.8,4,78.2,51.2,8,1.8,No,1
3.9,6.5,3,92.1,43.1,10,3.02,No,1
4.9,9.9,4,88.7,64.2,4,1.62,Yes,0
3.0,8.0,3,85.5,,10,2.22,Yes,1
3.7,7.8,5,76.3,44.0,5,1.76,No,0
6.0,5.0,2,97.7,54.4,8,2.18,No,1
0.3,9.3,6,72.4,26.2,7,2.39,Yes,1
2.0,6.6,5,80.3,29.0,10,2.22,No,1
5.7,5.0,1,95.6,43.0,4,1.5,No,1
7.2,4.1,5,72.7,,10,2.37,Yes,1
4.1,7.4,4,85.0,53.7,5,1.83,No,1
4.3,7.2,0,100.0,34.4,6,2.05,No,0
0.9,8.3,5,81.8,41.3,7,3.02,No,0
3.6,9.3,4,84.8,45.5,10,3.17,No,1
4.3,4.5,6,86.7,50.9,10,1.58,Yes,0
1.9,8.4,1,100.0,43.4,4,3.6,No,1
2.2,5.1,2,92.2,42.7,10,2.14,No,0
3.0,9.1,2,92.7,39.3,10,2.08,Yes,1
0.2,,3,96.8,25.2,7,1.88,Yes,0
2.6,7.2,3,92.3,45.2,7,2.54,No,0
1.7,8.3,1,89.9,27.9,8,3.89,No,1
2.6,5.9,3,92.7,26.3,8,1.42,No,0
1.0,6.8,3,94.2,23.4,6,1.06,Yes,0
7.1,,3,96.1,63.2,4,2.69,No,1
4.7,,2,90.0,64.7,9,2.9,No,1
5.4,6.1,3,85.6,52.5,7,2.54,No,1
6.3,7.0,6,71.3,73.3,5,2.92,No,1
4.0,9.0,2,93.5,47.5,6,1.71,No,0
0.7,6.0,4,87.7,23.6,6,1.84,No,0
4.3,5.0,4,81.4,55.9,10,2.59,No,1
4.7,8.3,3,87.3,49.0,5,3.73,No,1
6.0,9.0,4,73.7,57.8,4,2.89,No,1
3.5,4.6,3,95.5,32.7,4,2.93,No,0
1.0,5.4,3,80.2,16.4,7,1.75,Yes,0
2.3,4.9,6,77.9,41.5,10,2.8,Yes,0
2.9,6.1,7,73.2,46.7,5,1.67,No,0
5.2,6.7,6,76.2,69.0,5,3.74,No,1
4.6,8.5,2,92.3,40.1,6,1.79,No,1
2.8,7.9,1,90.9,49.6,10,1.94,No,1
7.9,7.7,5,,73.0,5,1.47,No,1
4.8,6.1,2,96.8,45.2,5,2.56,No,0
1.9,9.0,5,86.3,45.7,8,2.53,Yes,0
0.8,6.8,3,85.9,,8,3.56,No,0
1.2,9.9,5,72.2,41.2,8,3.04,No,0
2.0,7.8,5,76.1,51.2,7,1.95,No,0
1.3,4.8,5,89.3,41.5,8,3.11,Yes,0
1.5,8.1,6,72.4,13.7,10,1.63,No,1
2.3,6.0,6,75.5,38.1,10,2.0,Yes,1
1.4,8.1,5,87.1,19.6,9,2.58,No,0
7.2,4.4,5,77.4,60.6,6,1.71,Yes,1
0.6,5.0,2,91.2,30.2,3,3.25,Yes,0
4.2,9.1,4,88.0,44.3,6,4.0,Yes,1
3.3,5.4,4,92.6,32.9,8,2.29,No,0
7.9,9.0,2,88.8,59.3,8,2.04,No,1
0.9,5.7,3,95.0,26.6,4,2.41,No,0
3.2,7.9,3,86.6,39.2,5,2.11,Yes,1
7.8,8.2,4,79.6,65.2,4,2.68,No,1
6.9,7.1,4,85.2,62.3,8,1.57,No,1
6.5,5.8,2,86.2,55.4,10,2.72,No,1
2.1,5.3,6,78.4,48.4,5,3.84,No,1
1.4,4.2,4,99.7,28.9,5,1.1,No,0
5.3,5.8,4,89.5,57.3,7,1.68,No,0
7.4,7.9,4,83.5,58.9,4,2.19,No,1
4.5,9.6,6,81.3,70.2,9,2.88,No,1
4.6,9.2,5,75.3,53.0,10,3.12,Yes,1
2.2,8.6,3,84.2,50.2,4,3.07,Yes,1
6.2,8.7,5,79.6,48.1,7,1.32,Yes,1
1.5,8.0,5,80.4,28.0,6,2.03,No,0
2.6,5.6,5,73.5,34.7,6,1.87,Yes,0
3.4,9.4,4,82.5,61.7,10,2.45,No,1
4.1,8.0,6,75.3,43.8,7,2.51,No,0
1.9,7.4,2,99.7,26.0,7,1.54,No,0
0.9,4.7,9,57.5,39.3,3,2.19,No,0
4.9,6.7,2,85.1,50.8,8,2.91,No,1
2.3,6.8,2,92.9,33.9,1,2.06,Yes,0
4.6,9.2,2,97.8,42.8,5,2.36,No,1
1.2,7.3,3,90.8,37.3,6,3.69,No,1
3.8,6.3,6,77.5,55.3,7,3.89,No,1
4.3,9.9,2,90.6,49.8,9,0.99,No,0
0.4,4.7,4,87.4,23.3,10,2.58,No,0
2.7,6.5,3,92.1,33.6,10,4.0,No,1
1.1,4.3,9,62.7,0.0,6,2.84,Yes,0
0.5,8.4,4,79.3,20.0,7,2.51,No,1
7.9,9.5,0,95.3,63.4,10,3.42,No,1
2.6,5.7,4,88.4,37.8,3,2.65,Yes,0
6.5,9.2,4,76.3,56.3,9,3.0,Yes,1
2.0,5.8,3,96.4,57.1,4,2.35,Yes,1
5.5,9.5,3,85.7,56.7,9,2.64,No,1
6.1,8.5,1,97.5,46.2,7,2.8,No,1
4.8,8.8,6,79.5,55.5,10,3.11,No,0
3.8,4.1,8,64.6,46.5,9,2.2,Yes,0
3.3,9.8,3,85.7,32.5,4,2.18,Yes,0
2.8,8.4,2,92.7,38.6,9,1.15,No,1
7.4,5.8,6,71.7,65.7,5,2.23,No,1
6.6,9.0,2,86.7,67.5,7,3.17,Yes,1
7.7,5.7,6,71.1,49.9,10,2.82,No,1
1.0,9.2,3,94.0,33.8,8,1.8,No,0
5.8,4.7,3,90.0,62.6,10,1.17,No,0
7.5,8.2,1,92.0,77.4,8,2.4,No,1
1.4,7.2,3,92.4,23.5,8,3.15,Yes,0
0.5,4.6,4,80.3,25.7,2,2.16,No,0
5.9,5.5,4,74.2,52.1,6,1.49,No,1
4.6,4.1,3,91.5,52.6,7,2.09,No,0
6.7,6.8,2,100.0,57.6,9,2.73,No,1
1.1,5.8,8,70.8,26.5,8,3.37,No,0
6.4,7.6,3,78.6,58.4,8,2.32,No,1
1.6,5.8,4,83.9,31.8,6,3.24,No,0
1.3,5.8,4,82.6,37.3,8,3.16,No,0
1.3,8.5,7,73.9,23.4,7,1.68,Yes,0
6.5,4.3,4,79.8,51.1,5,3.38,No,1
5.3,9.4,2,90.3,62.4,8,2.71,No,1
4.2,9.1,2,84.9,62.5,6,1.66,Yes,1
2.9,8.0,3,89.1,56.5,5,3.73,No,1
7.0,7.6,4,77.1,59.2,10,2.41,Yes,1
3.1,9.4,5,82.2,46.2,10,1.14,No,1
6.5,5.1,6,72.2,51.0,4,2.01,Yes,1
3.5,4.5,6,60.3,45.2,6,1.83,Yes,0
3.0,5.4,6,80.0,34.4,10,2.02,No,1
3.7,8.8,2,94.5,,3,2.19,Yes,1
2.4,4.2,2,98.8,45.6,8,2.32,Yes,0
6.0,7.5,5,69.5,71.2,3,2.29,No,0
4.0,10.0,4,80.7,43.0,7,2.43,No,1
1.9,9.1,3,88.7,48.0,7,2.91,No,1
7.2,7.1,3,90.9,64.0,10,1.98,Yes,1
3.1,4.4,5,72.7,42.8,6,3.33,No,0
4.3,9.0,1,98.2,47.5,9,1.64,No,1
7.3,7.6,3,85.1,,6,2.93,No,1
5.0,4.7,7,62.7,51.2,10,3.65,No,1
0.9,4.6,5,76.2,28.6,7,2.38,No,0
7.5,9.5,6,78.6,46.3,5,2.64,No,1
5.0,8.0,5,70.9,47.5,8,1.82,Yes,0
2.7,9.0,4,87.2,39.9,10,2.14,No,0
1.1,9.3,4,85.4,26.6,4,3.6,No,1
6.4,7.4,4,82.7,50.0,5,3.02,No,1
5.0,7.1,5,71.8,,10,2.79,No,1
4.3,6.6,3,80.2,39.1,8,1.14,No,0
7.2,5.9,5,78.0,71.4,10,2.0,No,1
6.3,6.6,5,74.4,47.1,4,3.72,No,1
1.2,8.6,0,98.3,37.9,7,2.79,No,0
2.5,7.6,5,84.5,45.3,5,2.87,No,0
2.0,9.4,2,90.6,54.9,6,2.62,No,0
6.0,6.7,6,74.5,62.4,4,2.07,Yes,1
0.3,7.6,4,82.5,34.6,4,2.73,No,0
4.6,7.8,3,93.1,,5,1.43,Yes,1
6.1,,5,86.5,53.3,10,1.38,Yes,0
7.0,,7,74.1,65.8,8,1.99,No,1
2.7,5.4,4,84.7,48.7,6,2.63,Yes,1
6.6,7.1,2,93.1,57.2,7,1.4,No,0
0.9,4.6,5,87.1,40.0,7,2.59,No,0
6.8,6.3,3,90.4,80.7,7,1.8,No,1
1.0,6.9,0,100.0,29.4,8,1.9,Yes,1
3.2,7.9,3,85.9,43.6,5,3.41,No,1
6.4,9.7,9,57.3,56.3,6,2.53,Yes,1
1.2,7.6,4,80.7,30.8,8,1.87,No,0
1.8,8.5,5,77.2,44.0,5,2.63,Yes,0
5.8,7.0,4,92.0,52.6,5,1.47,No,1
5.8,7.8,2,95.7,56.1,8,2.77,No,1
5.1,4.4,3,84.8,50.1,4,3.28,No,1
5.6,5.5,4,88.0,57.8,6,2.96,No,1
4.3,6.2,5,79.4,45.5,7,4.0,No,1
2.0,6.8,4,92.2,22.5,5,1.14,Yes,0
2.8,4.3,5,78.3,42.8,5,2.59,No,0
1.5,4.8,4,76.3,46.5,4,1.56,Yes,0
7.3,,4,83.1,58.9,9,2.38,No,1
4.7,9.8,5,78.3,40.2,6,2.5,Yes,1
3.2,6.0,5,73.3,59.3,4,4.0,No,1
3.7,,3,90.9,43.8,7,2.46,No,0
7.6,5.2,3,95.1,70.5,10,2.45,Yes,1
1.2,7.7,2,86.4,26.6,7,3.2,No,0
4.7,5.7,1,100.0,48.5,9,2.46,No,1
4.0,5.2,6,73.0,58.8,3,3.78,No,1
4.9,7.1,3,87.9,51.5,7,2.97,No,1
0.1,4.0,3,87.4,27.8,7,3.08,No,0
7.0,4.0,3,87.9,45.5,10,1.19,Yes,1
7.5,5.3,5,82.4,71.6,4,3.89,No,1
4.5,4.2,4,78.9,40.3,10,2.04,No,1
5.6,4.6,6,82.5,61.9,8,2.49,No,1
7.4,6.0,3,90.5,62.7,9,2.04,No,1
5.7,8.8,1,100.0,54.4,10,1.78,No,1
1.2,7.4,3,84.1,35.5,3,1.66,Yes,1
4.6,7.1,7,66.4,,10,2.57,Yes,1
4.9,5.8,5,85.9,60.5,10,1.12,No,1
3.4,9.6,4,78.2,54.1,10,2.33,Yes,1
5.9,6.4,6,76.7,46.2,4,3.24,No,1
7.5,4.5,6,81.1,62.0,6,2.94,Yes,0
7.4,7.7,2,91.4,69.3,6,2.8,No,1
3.6,4.7,3,93.9,34.2,8,1.87,No,0
0.9,6.1,6,74.6,14.7,6,1.39,No,0
7.9,7.0,4,77.6,59.9,7,3.23,No,1
6.7,9.2,1,97.9,57.0,6,2.19,No,1
1.0,7.0,2,93.0,0.0,8,2.44,No,0
7.4,8.2,5,93.4,52.8,8,2.36,No,1
7.0,10.0,3,83.3,46.7,10,2.97,No,1
4.2,4.8,5,78.7,57.8,5,3.79,No,0
4.7,5.6,4,80.3,58.0,10,3.52,No,1
3.2,6.4,5,79.3,40.0,3,0.87,No,0
0.4,6.5,5,79.1,27.4,8,2.28,No,0
2.7,6.5,3,83.6,41.0,5,1.56,No,0
6.4,9.4,6,78.3,50.3,10,3.16,Yes,1
0.0,8.3,6,74.9,35.0,5,2.5,Yes,0
2.7,7.6,4,90.7,40.1,10,2.92,No,0
3.2,5.9,2,88.8,47.8,10,2.22,No,0
4.3,8.9,3,97.3,52.1,7,1.77,No,1
7.4,,5,81.4,65.1,4,1.89,Yes,1
2.8,8.9,5,86.4,39.4,3,1.43,No,0
2.8,4.0,3,88.6,39.1,5,1.62,No,0
5.9,7.8,3,84.1,51.9,5,1.47,No,1
3.6,4.3,3,86.7,45.4,5,1.78,No,0
1.8,5.5,2,85.1,34.1,8,1.74,No,0
3.6,4.4,4,83.4,39.7,10,2.78,No,1
1.1,7.6,1,96.9,35.9,8,2.75,No,0
1.4,8.1,6,76.2,34.8,3,2.78,No,1
4.0,4.7,5,86.7,56.3,10,3.32,No,1
3.4,6.3,4,83.3,27.4,8,2.45,No,0
7.3,6.7,2,82.5,60.7,10,1.95,No,1
2.9,6.2,4,100.0,,6,4.0,Yes,0
4.6,4.7,5,76.5,45.1,7,3.13,No,0
5.1,6.5,5,84.8,55.2,6,2.61,No,1
0.1,8.5,5,72.5,14.1,4,2.56,No,0
5.3,4.4,6,77.2,53.0,5,2.7,No,0
1.4,4.5,6,72.0,32.0,9,2.36,No,0
7.7,6.1,4,69.9,55.3,7,2.59,No,1
1.2,9.7,4,82.6,33.0,3,2.85,No,0
3.3,8.0,5,79.7,34.4,7,1.99,No,0
0.7,8.1,6,74.9,43.8,9,1.36,No,0
8.0,6.2,4,85.2,71.7,10,1.05,No,1
4.0,7.6,6,74.7,46.8,4,3.12,No,0
4.8,4.1,2,92.3,43.3,6,1.39,No,0
0.5,7.8,3,88.9,32.2,3,2.83,No,0
6.0,9.5,4,83.8,59.5,6,1.69,No,1
1.7,7.7,5,79.1,33.9,5,1.7,No,0
7.2,9.2,4,79.5,51.9,7,2.0,No,1
1.6,8.3,6,79.0,31.6,6,2.64,No,0
1.5,4.7,2,90.6,31.3,7,1.6,Yes,0
0.3,9.4,7,70.2,28.0,6,2.07,Yes,0
3.8,4.4,2,94.6,46.5,10,2.48,No,1
4.5,7.2,3,89.1,51.6,8,1.65,No,1
0.5,4.9,7,68.5,40.2,10,3.5,No,0
6.2,4.1,2,98.3,61.7,8,1.29,No,1
3.6,6.5,3,82.1,47.4,4,2.35,Yes,0
4.2,5.8,2,86.8,37.7,6,3.39,Yes,0
3.5,6.9,5,83.3,50.1,6,1.57,Yes,0
3.2,7.5,1,100.0,47.4,8,2.42,No,1
4.5,4.3,4,81.1,45.6,9,2.59,No,1
1.2,4.7,2,94.1,30.1,5,1.94,Yes,0
1.5,7.4,4,78.0,32.9,8,2.45,No,0
6.9,6.1,4,79.4,56.8,3,2.89,Yes,1
7.6,8.4,3,93.7,48.4,5,2.17,No,1
3.0,7.9,3,89.8,32.1,9,3.04,No,1
2.2,9.1,3,93.8,29.3,6,2.77,No,0
5.2,8.2,4,89.4,34.4,10,2.09,No,1
3.3,6.6,4,73.6,34.2,9,3.29,No,0
0.2,8.0,3,82.0,34.1,6,1.98,No,0
1.2,5.7,5,81.4,36.1,7,3.1,No,0
5.7,5.8,3,79.5,44.7,8,1.99,No,0
5.3,8.7,5,74.7,45.6,3,2.28,No,1
0.2,6.7,1,100.0,35.6,8,2.39,No,0
1.8,8.8,6,73.3,44.1,7,2.74,Yes,0
1.8,8.9,6,79.6,31.2,8,0.81,No,0
5.4,9.1,2,91.9,62.0,4,2.82,No,1
0.2,9.5,6,72.6,19.7,5,2.43,Yes,0
0.8,6.6,6,67.7,31.2,4,2.7,Yes,0
6.4,5.9,4,85.2,45.9,7,2.85,No,1
1.4,7.5,2,99.3,29.6,4,2.78,Yes,0
5.2,6.2,3,84.7,48.4,8,1.09,No,1
1.9,7.6,5,80.3,19.5,9,1.76,No,0
0.8,8.2,3,80.4,,6,2.73,No,0
1.9,8.1,1,92.6,40.9,9,2.64,No,1
5.8,6.2,3,89.7,61.0,6,1.95,Yes,1
6.8,5.0,4,87.7,78.7,6,3.02,Yes,1
6.6,6.6,4,86.8,61.0,10,2.32,Yes,1
3.2,4.9,5,69.8,41.7,6,3.12,Yes,0
5.3,9.3,4,81.7,40.4,4,3.35,No,0
1.6,6.1,1,91.2,36.5,10,2.69,No,0
2.3,4.9,4,82.5,,6,2.89,Yes,0
7.2,4.2,2,91.4,49.3,6,2.07,Yes,1
0.1,7.9,4,89.3,24.8,5,3.12,Yes,0
0.7,7.8,2,93.5,28.9,5,2.65,Yes,0
1.7,6.0,3,95.1,37.3,6,2.29,No,0
0.2,4.4,2,88.5,31.1,7,1.65,Yes,0
1.5,6.5,4,76.9,27.5,10,2.16,Yes,0
4.7,,3,95.3,48.6,2,1.72,Yes,1
3.4,8.1,6,,47.6,4,3.03,No,1
7.1,7.6,3,84.3,60.7,8,3.35,No,1
6.5,6.2,6,,55.4,4,3.14,No,0
2.7,5.3,2,96.2,47.2,9,4.0,No,1
2.1,9.9,5,80.6,33.4,10,2.18,No,0
3.0,6.7,4,80.4,31.3,9,2.92,No,0
4.7,8.1,7,69.8,57.8,6,1.67,No,1
2.1,4.8,4,85.5,26.5,5,2.36,No,0
5.0,6.9,2,93.0,47.2,3,1.47,No,1
3.3,,4,90.1,44.9,10,2.9,No,1
4.4,7.0,8,66.6,50.1,6,2.25,No,1
3.5,9.8,3,83.2,41.0,8,1.06,No,1
2.4,6.3,2,100.0,12.5,4,2.02,No,0
7.6,4.2,5,80.9,59.9,10,3.76,No,1
6.1,4.2,4,88.2,58.5,6,2.79,No,1
1.1,6.3,2,94.6,30.7,8,3.04,No,0
6.9,5.0,6,76.9,63.8,10,2.59,Yes,1
3.9,4.1,3,86.9,52.4,4,2.37,No,1
7.2,8.5,2,78.0,65.1,7,2.51,No,1
6.4,6.8,8,62.7,51.5,5,2.67,Yes,1
3.4,5.7,5,81.6,36.2,4,1.73,No,0
0.2,9.4,4,70.4,40.1,10,3.03,Yes,1
2.1,4.7,2,92.4,35.6,7,3.29,Yes,0
4.3,9.7,3,91.3,45.5,6,2.36,No,1
5.1,5.9,6,80.2,53.8,9,2.13,No,0
2.1,9.3,0,100.0,44.4,6,1.98,No,0
1.1,7.6,3,92.8,25.7,4,3.73,No,0
6.7,9.0,3,96.0,53.9,9,2.18,No,1
7.9,9.9,5,85.5,52.6,5,2.96,No,1
4.2,5.7,0,100.0,43.4,5,2.37,Yes,1
1.4,9.8,5,79.3,36.2,7,2.33,No,0
2.2,6.3,4,84.6,32.0,10,1.96,No,1
0.1,6.3,2,,38.2,7,1.82,No,0
7.3,6.0,4,89.6,63.5,3,3.02,No,1
0.9,7.2,6,78.9,27.3,5,1.8,No,0
4.6,4.9,8,66.1,45.8,3,2.82,No,0
2.2,7.3,3,94.6,25.2,10,2.56,No,1
4.4,7.3,2,90.5,47.3,9,3.03,Yes,1
5.2,8.6,3,83.3,53.0,4,2.07,No,0
6.6,9.0,3,87.9,58.6,10,3.26,No,1
1.7,6.6,2,87.9,,8,2.4,No,0
0.1,5.8,1,100.0,23.1,10,4.0,No,0
1.1,5.6,7,67.8,18.3,9,1.37,No,0
7.2,5.2,5,79.4,63.2,5,4.0,Yes,1
7.0,4.3,8,72.7,61.6,10,2.41,Yes,0
4.8,6.1,3,84.4,48.0,3,2.66,No,1
4.8,5.6,4,86.1,49.8,5,2.08,No,1
5.3,9.8,5,75.1,55.5,7,1.4,No,0
1.4,7.3,7,73.2,37.4,6,2.13,No,0
7.3,6.1,5,82.8,67.8,7,2.24,No,1
3.4,7.5,1,95.8,50.3,9,2.63,No,1
3.1,4.8,3,88.2,46.0,9,3.28,No,0
4.2,6.7,3,90.2,49.1,2,2.63,No,1
0.4,7.8,7,70.6,42.8,4,2.65,Yes,0
1.3,6.9,3,92.4,38.3,9,2.77,Yes,1
5.9,6.4,4,90.9,45.3,10,1.27,No,1
0.7,10.0,0,95.4,11.3,4,1.34,No,0
4.8,9.3,4,92.8,45.0,9,1.45,Yes,1
2.0,7.7,3,86.5,39.5,5,2.24,No,0
3.1,,4,94.0,45.6,6,1.19,Yes,1
2.3,7.7,4,82.6,25.5,10,2.02,No,1
2.8,5.2,2,95.5,42.9,8,1.54,No,0
5.8,6.4,6,79.5,63.8,8,2.84,No,1
2.4,4.2,5,78.1,42.5,8,2.81,Yes,0
4.5,6.9,4,84.4,50.4,2,2.29,No,0
3.8,7.3,2,99.2,40.3,5,1.17,No,1
5.3,5.4,5,78.4,47.5,6,2.33,No,0
7.5,9.8,1,93.9,69.2,10,2.73,Yes,1
5.9,9.5,4,78.2,60.3,10,3.07,Yes,1
1.7,8.3,5,87.8,33.3,3,3.73,Yes,0
0.2,7.2,0,97.6,47.9,7,3.28,Yes,0
2.1,9.2,3,94.0,23.7,7,2.62,No,0
4.8,4.8,1,93.0,46.7,8,2.3,No,0
0.4,8.7,3,93.8,19.8,7,1.98,No,0
4.0,4.7,3,92.0,50.0,10,3.45,No,1
4.8,8.8,1,94.9,33.6,7,2.62,Yes,1
